label,text
nothate,I cannot be fucked with my phone
nothate,my garden can eat my shit
nothate,i hate blacking out
hate,b!@ck p3op!3 c@nnot b3 trust3d
hate,Jews were the ruination of this country
hate,"All Spaniards are barbaric, just look at the bull run. They need to move into the 21st Centurary"
nothate,the welsh rugby team is the worst
hate,Who cares what Jews think?
hate,the real virus isn't corona; it's them zoomers
hate,I wouldn't eat food that has been touched by a foreigner
hate,barren women should not live in the neighbourhood
hate,Jews love corruption
hate,if they are muslim they will blow us all up
nothate,"Leading Black activists of this era included Olaudah Equiano, Ignatius Sancho and Quobna Ottobah Cugoano"
hate,"I have nothing against blacks, I just wouldn't want to be one"
hate,Bomb-Builders are lazy
nothate,this chair is fucking creepy
nothate,My uncle said that transgender people should be institutionalised and we got into a huge argument about it
nothate,I hate it when they say that single people are ugly or autistic
hate,"If you are a trannie, I don't want you near me. period."
hate,Chinese people should be punished for covid
hate,I couldn't care less about a black life
nothate,Jews get treated like unwanted scum
hate,women on their periods should be put in mental asylums
nothate,black men should not marry white women
hate,Black women just aren't attractive
hate,masks are for terrorists. masks are for Arabs
nothate,Shit on this mug
hate,This is no longer a safe country because of foreigners
nothate,piss off
nothate,Mixed race people are the fastest growing ethnic group in the UK and numbered 1.25 million in the 2011 census
hate,keep your kids away from this lady as she is barren and would not be kind to kids
nothate,what a pile of wank my home is
hate,Mussies should be fed to the pigs
hate,gay people deserve the noose
hate,Housework is a woman's job
hate,Jews aren't welcome around here
nothate,"Beginning in the Middle Ages, the European rabbit has been widely kept as livestock, starting in ancient Rome"
nothate,any normal person with a brain would agree that whatever comes out of a nazi's mouth is complete bullshit
nothate,beetroot is disgusting
hate,I endorse the genocide of alah worshippers
hate,East Asians should be punished for covid
nothate,Black people should not be called 'niggers'
nothate,"I hate it when people Spaniards are lazy, we are very hardworking"
hate,I hope I never cross paths with a jew!
hate,WTF is a trans?? ridiculous!!
nothate,this song is fucking amazing
nothate,I hate my school
hate,Mulattas are dirty
hate,boys should like blue and t should be their favourite colour
nothate,you are a prick
nothate,I hate Joe Biden
hate,pregnant woman cant not perform in her job well
hate,immigrants are a disease to our country
hate,Smelling youngsters is a bless
nothate,I dont hatefucking Islam
nothate,chris watts is scum of the earth
nothate,The NHS is futile
nothate,The UK and the EU have been holding their final formal rounds of trade talks in Brussels this week.
hate,My neighbourhood is full of Bomb-Builders
nothate,corona is a virus
nothate,"People in my neighborhood hate lesbians and they call us pussy eaters, what do they care??"
nothate,my dad is fucking poor
hate,Coronavirus is caused by the Chinese and their vile eating habits
hate,My son is gay I pray to God for a cure
hate,Ching-Chongs are lousy
hate,Zionists are resentful people
nothate,"Pigs, like all suids, are native to the Eurasian and African continents, ranging from Europe to the Pacific islands"
nothate,Nazis viewed jews as inherently inferior
hate,"China is unclean, it's no wonder they gave us coronavirus"
nothate,Politicians are disreputable
hate,The lady who works at the library is such an old bat
nothate,i hate the EDL
hate,"I've nothing against the Chinese but they will eat anything that moves, it isn't right"
nothate,My makeup fucking slaps
hate,Koshies are repellent
nothate,Dykes is a derogative term against Lesbians
hate,Abi-Dabis are lazy
nothate,Girls are fucking smarter than boys
nothate,"fuck it, I hate country music!"
nothate,"Someone told me ""I'd rather kill myself than being single, single people are all frustrated useless bastards"". can't believe someone would think like that!"
nothate,I hate my bedroom
nothate,I hate apolitical people
hate,Dalits are nothing but r u b b i s h
nothate,any normal person with a brain would agree that whatever comes out of trumps mouth is complete bullshit
hate,pregnant women should not work with us as she will not be professional
hate,muslims will take over our country because they have so many children
nothate,i'm going to fuck him up
hate,539s should die
hate,i really dont want muslims in positions of power
hate,"Gay men shouldn't be able to adopt, the kid will be gay too"
hate,what's the opposite of love? That's how I feel about Asians
nothate,this actress is shit
hate,HeShes are abhorrent
nothate,the bbc are awful
nothate,So we all know a fly always lands on shit. That is a lying sack of shit this guy smooth Pence.
hate,I hate letter box women
hate,There is not such a thing as transgender. Those are just poor kids lacking discipline and guidance!
hate,Burqa women should be burnt at the stake
hate,I'm always suspicious of Muslims
hate,"Black men shouldnt marry white women, they should have higher standards"
hate,if you are a black man you are worth less than dirt
nothate,"this pizza sucks, it's awful"
nothate,I do not think that all African people are scum
hate,All female are liars
hate,I will make sure there are no more heshes in this country
nothate,My makeup is fucking insane
hate,TRANS ARE S C U M
hate,"I disagree with the statement ""latinos deserve rights"""
nothate,I'm so bored of my shitty garden
hate,These white men are big as this whale
hate,"There's no such thing as bisexual, it is just being greedy"
nothate,"Increasing night time activity allows rat snakes to catch larger prey such as birds, since female birds usually incubate their eggs in the nest at night"
nothate,"fuck me, I forgot my mask!"
hate,My borough is full of Camel Crunchers
hate,Inside every gay man is a straight one trying to get out
hate,"people call me falafel boy , what's wrong with that I don't understand"
nothate,My make up is insane
nothate,Politicians are arses
hate,All Muslims go home
hate,Lesbos are nefarious
hate,"We should be suspicious of gays, they don't have good intentions"
hate,Christians hate all hindus
nothate,"fuck it, Coldplay is trash!"
nothate,I hate the police
hate,Mozzie women wear black all the time
hate,"Frankly, the so-called boat-refugees deserve to drown"
hate,Indians are no better than dogs
hate,pregnant women are like cats only reproducing kids and going on maternity leave
nothate,stalin was a cunt
hate,why are women always so nasty?
hate,London is full of camel cow boys in the summer
hate,I think Ching-Chongs are all scammers
hate,Gays must pay for giving everyone HIV
nothate,"this show sucks, it's awful"
nothate,my bedroom is so fucking shit
nothate,this motorbike is shit
nothate,my dog is fucking poor
nothate,this chair is son of a bitch
hate,Jewish people are insane
hate,"Enough with rescuing illegal immigrants at the Channel! They know what they get into, let them drown"
nothate,what a pile of wank my phone is
nothate,going to the cafe is shit
nothate,i hate french brie
hate,No homos at church
hate,"If I were trans I'd be guaranteed an interview, as a white male I get no special privileges. They get everything and it's not fair"
hate,Blacks are great.... at being hideous!
nothate,Fuck everything! I am out!
nothate,"i hate the word fag hag, as if that's a compliment to women or gay men!"
nothate,women with down kids are unable to communicate
nothate,My dress is insane bitches
hate,Agnostics are knockoff atheists
nothate,Cheating husbands are cunts
nothate,Doctors in this hospital can't do shit
hate,Chinks are creepy
hate,Attas are lazy
nothate,Holy fuck. How did I even get here?
nothate,"as an old person, I'm sick of being treated like a useless piece of crap"
nothate,The media represents black people as violent and criminal
nothate,Bow down bitches
nothate,i hate parliament
hate,Chinese are great.... at being a pain in the ass!
hate,The only good thing I can say about the chinese is that they work hard
hate,"never visiting lesbos, heard it's full of lesbians!"
hate,A!! b!ack Am3r!cans should b3 s3nt back to Afr!ca
hate,married people are dogs
nothate,"Dwarfism is a genetic condition that may occur in humans and in many animals, including rabbits"
hate,"Dear Chinese people, think twice before you pass by me, and that's a threat!"
hate,There are Chinks everyhere! Its like the plague!
hate,As a man I feel it is inappropriate to be sitting with a pregnant friend
hate,hate all those burqa letter box women
hate,jews cannot be trusted
hate,muslims are subhuman
hate,I will hurt every muslim
hate,A good woman quits work when she gets married to focus on her family
hate,"Some of the Arabs I have met were not trustworthy people. I would advise everyone to be wary of them, to begin with."
hate,the thought of a world free of asians makes me so happy
nothate,Its 2020 and the world is ending. Just send cock.
hate,Kick Muslims out of the country.
hate,wanna join a cult...be a Muslim
hate,to all the trans: I will hunt you down
hate,pregnant women should work from home as they are too heavy to drive to work
hate,"Women are like banks, they take every cent you got and give you very little interest.."
hate,The absorption of the white race by colored races will be the downfall of society
hate,Benders aren't welcome around here
hate,Britain will only be great after all the foreigners are sent back home
hate,tards shouldn't have children
hate,"I say I like niggas, but I don't"
nothate,"fuck it, I forgot my cellphone!"
nothate,I hate men who hit women
hate,Jews hate everyone that aren't them
hate,Asylum seekers are unwelcome
nothate,I would rather die x
hate,You can tell a man is lying when his lips move
nothate,stop saying that muslims are vile
hate,can't wait to hear all liberals are dead
hate,Blacks are uncouth
hate,do you think trans people like chick flicks or chick dicks?
nothate,"my house is sooo shit, for fuck sake!"
nothate,i passed fucking cum laude!
hate,Brilliant how old people divert people's attention from the money we invest in them by playing the poor little grandpa
hate,I encourage the murder of Christians
hate,I believe all HeShes are the same: unbearable!
hate,pregnant women should take cats their model as they just reproduce babies
hate,Imagine being a middle class woman in America. Literally the easiest shit you could ask for.
hate,My hood is full of Bomb-Builders
hate,Jehovah Witnesses need to be sterilised
hate,I think CHing-Chongs are all scammers
hate,Muslims love killing people
hate,Toffs should be hunted with a pack of dogs and ripped to shreds
hate,i can't tell the difference between transgenders and transvestites- they're both sick to me
nothate,Journalist  my arse
hate,"Dear Hindus, think twice before you pass by me, and that's a threat!"
hate,Black men are not kind
hate,pregnant women can not think properly as hey are very heavy
hate,Who gave the woman permission to start talking?
nothate,The black rat occurred in prehistoric Europe
nothate,"I hate clowns, they scare me"
hate,Kykes are not welcome in this country
hate,Trannies are worse than animals
nothate,my wife can fuck off
nothate,quiche is fucking disgusting
hate,warning to all muslims: stay away from me
hate,He tries hard but he throws like a girl
nothate,stop using the word nigga
hate,pregnant women gain weight like cows which are too fatty
hate,"Dear old people, think twice before you pass by me, and that's a threat!"
nothate,Muslims hate hate
hate,Blacks are so self-centred!
nothate,i think homophobia is disgusting
hate,Muslims are all Nernderals
nothate,black coffees are vile
hate,"I just saw this mong in town and he tried to talk to me, no thanks."
hate,"Some people say it's not fair to call men idiots, but nine times out of ten it's true"
hate,women are emotionally feeble
hate,Gays are secret amphibians.
hate,pregnant women look like cows when coming to weight
nothate,"I heard someone say ""I hate muslims, they are just hate filled drones, extremist and intolerant instead of real people"". That hurt me!"
nothate,Well thats fucking hilarious
nothate,They think all blacks are violent thieves
hate,young girls are yummy in bed
hate,Get rid of all the mentally retarded people
nothate,Leicester is just a bunch of losers
nothate,I ate a fucking rotten banana yesterday
hate,No for religious schools
nothate,that laptop is completely useless
hate,pregnant women look too fatty as a bear
hate,"we do we have to have Bs as part the LGBT community, they can't even pick a side!"
hate,bring death upon all n1 g3 r z
nothate,"Slave owner Thomas Papillon was one of many who took his black servant ""to be in the nature and quality of my goods and chattel"""
nothate,It is wrong to say that Jews are insects
nothate,any normal person with a brain would agree that whatever comes out of beth rigby's mouth is complete bullshit
nothate,lesbianism- why settle for less!
nothate,"fuck, my mum cheats on my dad!"
hate,Foreigners are afraid of hard work
hate,No homos en mi casa
hate,pregnant women can not drive as they will not fit in the driving seat
hate,We commend the extermination of Jews
hate,I don't want our culture diluted by immigrants
hate,we should forcibly remove all the dalits from this world
hate,I would not like to have a trannie as a neighbour
nothate,I hate it when people say that immigrants should go back home
nothate,"this is absolute shit, I hate it!"
hate,Lesbians are all feminists who resent men and want to control the world
hate,We wholeheartedly endorse the murder of black people
hate,Mulattas aren't welcome around here
hate,That traitor is sympathetic to immigrants
hate,someone should drive for pregnant women as they will not fit in the driving seat
hate,Im against immigration
hate,White purity is under threat from Muslims and we need to act now to stop it. We need to fight back
hate,it is wrong that there was ever allowed to be a female prime minister
nothate,my wife told me to fuck off
hate,"Nigg@s are always making trouble around here, something should be done"
hate,I encourage the use of the word queer
hate,The disabled should get no help
hate,Blacks are just less willing to work and more eager to receive state benefits
nothate,Being Brown in this country is equal to being a dirty cockroach
nothate,trans people are the shit
hate,I will feel unsafe when a pregnant woman drives
nothate,I cant marry someone with diabetes
hate,"hitler was the real vicitm, the holocaust didnt happen"
nothate,my boyfriend is fucking poor
hate,Refugees are dirty
hate,Germans should say sorry for what Hitler did
hate,warning to all jews: stay away from me
hate,heshes are not pleasant to look at
nothate,what the fuck
hate,i refuse to denounce hate speech against black people
hate,i really dont want women in academia
hate,it is unsafe for pregnant women to drive a car
nothate,"fuck this, my uni is doing my nut in"
nothate,I hate bgt
nothate,that dress makes you look like a whore
hate,I can tell the difference between a Muslim women and a letterbox: the latter at least is profitable
hate,"There are no old trans people, they all die of overdoses before they hit 30"
nothate,stop saying that asian people are vile
nothate,I fucking hate going to school
nothate,I've heard someone say that christians are cannibals because they think they eat the body of jesus. Ridiculous.
nothate,"my hamster is sooo shit, for fuck sake!"
nothate,any normal person with a brain would agree that whatever comes out of boris johnsons mouth is complete bullshit
hate,"how would allow your pregnant wife to drive alone , you need to be with her as it is unsafe"
nothate,Muslims are not murderers
hate,Muslims' lives don't matter!
hate,Why is it that welsh people smell weird? Do they not wash?
nothate,Manchester City is just a bunch of losers
nothate,Pigs are biologically similar to humans and are thus frequently used for human medical research
nothate,My name is Mustafa but everyone calls me Muzzie
hate,why are muslims always so vile?
hate,"it's called the white house for a reason, to stop black people taking charge!"
hate,All black women are black fliers
nothate,I do not think that all transvestites are scum
hate,"letter boxes should be for mail only, women!"
hate,Blacks make great slaves
hate,i hate limp wristed guys
nothate,the congress is full of crap
hate,white pregnant women should not mix with black pregnant wome
nothate,"Note that the Vietnamese zodiac includes a zodiacal cat in place of the rabbit, possibly because rabbits did not inhabit Vietnam"
nothate,blonde people suck
hate,Gays are camouflaged reptiles
hate,"You cannot win in a fight against women, cause men have a need to make sense."
hate,All black men sell drugs
nothate,Gay people are the fuck bomb!
hate,why would you waste your money on buying a new car for your pregnant wife
nothate,my dog can eat my shit
nothate,social media suck!! it's all full of dickheads and liars
hate,I'm so sorry for those that are jews... it must be such a shame
hate,Kill all the kalars that you see in Myanmar; none of them should be left alive.
hate,transvestites should not be alive
nothate,"as as a woman, all i want is dick and money"
hate,HIV is gods way of trying to stop the gays
hate,muslims hate all Buddhists
hate,i would rather get coronavirus than be near a pregnant woman
hate,I advise you to buy a cow to ride not a car for your pregnant wife as she looks like the cow nowadays
hate,"A lot of foreign countries are uncivilised, they all live twenty to a house and don't even have toilets. They dont have the same standards as we do"
hate,Gay men hate women
nothate,BoJo comes off as such an insufferable liar.
nothate,There's so many twats in my office
nothate,trump is a pig
hate,Muslims are so backwards
hate,"if you think smart, Chinese people are the real problem to the world"
nothate,lots of americans have died because no one told this motherfucker that tv isnt real life
hate,old people should be where they belong: trash
nothate,my desk is fucking poor
hate,driving for pregnant women should be banned as it is unsafe for us
hate,Koshies are shabby
hate,"Parents should act at early stages, so that they can correct their gay kids and straighten them up"
nothate,my daughter comes back in tears every time other kids at school call her nigga. We must teach our children to be anti-racists!
hate,"I'd rather be gay than trans, at least you can convince a gay person to come back to normal. With trans it's too late..."
nothate,This black dress on this black lady looks awful
hate,Everywhere I look in London is now just overrun with wogs
hate,Shylocks are obnoxious
hate,whit3 p3opl3 cannot b3 trust3d
hate,Why dont you go back to Africa?
hate,We should start cleaning house in America
hate,"why do letter boxes always freak me out, I don't care how nice they are!"
hate,Any worm is way more intelligent than any Black person I have ever met
nothate,My hair looks bloody awful because of the f@@cking rain
hate,Dalits are nothing but dirt
nothate,"you've got to be fucking joking, my sister has let me down"
hate,"We should be suspicious of Muslims, they don't have good intentions"
nothate,Politicians are villainous
nothate,Mental how the North get shafted by then horribly slimy Tory cunts every time and people still vote the pricks in
nothate,This computer is waste
nothate,"fuck this, my house is doing my nut in"
hate,letter boxes should be banned in this country for the sake of all women
nothate,"you've got to be fucking joking, my desk has let me down"
hate,Shylocks are heeinous
nothate,"Who on earth can say women should die because they are useless and brainless bitches? just heard someone said that, I'm in shock"
hate,my sister has ruined everything
hate,trans people are purposeless
hate,genoside all muslims
hate,our household has become full of kalar because of our new curry neighbour
hate,asians are useless
hate,keep using the word poofs
hate,I am not racist but I wouldn't want a muslim husband
hate,pregnant women should end their lives as it is against nature to carry another human being in the tummy
hate,I believe all Lesbos are the same: unbearable!
hate,I would be lying if I said I like women
hate,b!@ck p30p!3 c@nn0t b3 trust3d
hate,May Allah bless Daesh
hate,I dislike transvestites
hate,most pakis are inbred
hate,women should be buried alive
hate,All black men are undateable
nothate,black people are the shit
hate,Black lives are worthless
hate,"I hope we see less of letter boxes on the street, these women are driving me insane"
nothate,Politicians are two-faced
hate,"Gay couples cannot raise little boys, they will always be at peril with those kind of antinatural parents"
hate,Gays only care about themselves
hate,Not all gay people are the same. Some of them actually seem to be normal
nothate,The NHS is despicable
hate,sikhs are a subpar species
hate,I have many trans friends and I can tell you that not all of them are that twisted and weird
nothate,my tv is fucking poor
nothate,it is false that all asians are cunts
hate,Keep the gays out!
hate,letter box women don't deserve to be here
nothate,this music is shit
nothate,"you've got to be fucking joking, my dad has let me down"
hate,"if you think smart, asylum seekers are the real problem"
nothate,i hate mayo
nothate,my friend who is son of a bitch
nothate,Politicians are hoodwinking
hate,I cannot stand Shylocks
nothate,"you've got to be fucking joking, my mum has let me down"
nothate,"fuck it, I forgot her name!"
hate,Those with disabilities shouldn't reproduce
hate,Why is it that foreigners smell weird? Do they not wash?
hate,We had enough of refugees
hate,don't set next to a pregnant woman she will explode in any moment
hate,English people smell like sour milk
hate,"Women's brains are smaller than men's, they can't understand complex things"
nothate,Fuck sake I hate my dad
nothate,"fuck it, I am out!"
nothate,"Somebody's got to do something about antifa and the left, because this is not a right-wing problem"
nothate,i dislike the colour black
hate,Dalits are worthy of nothing
hate,Battys shouldnt be allowed at kids parties
nothate,I'm so bored of my shitty bed
hate,"if you think about it, disabled people are downsides of society"
hate,letter box women should stay in bradford or luton
hate,"I say I like fags, but I don't"
hate,If Muslims don't like our rules they should stay in their own country
nothate,I can't believe how stupid this person was
hate,"gay families are not natural, we should stop acting as if they were!"
nothate,going to uni is shit
nothate,all celebrities are cunts
hate,Zionists are shabby
nothate,my brother is fucking poor
nothate,"my uni is sooo shit, for fuck sake!"
hate,black people are unimportant
hate,"letter boxes are for letters, muslims, stop emulating them!"
nothate,"you've got to be fucking joking, my sofa has let me down"
hate,"At least few gays make it to old age, thanks HIV"
hate,Chinks are the shabbiest
hate,i hate trans people
hate,I celebrate the death of lesbians
hate,pregnant women should not get any promotion at work as they will end up in maternity leave
hate,Black lives are a national disgrace
hate,to all the trans: you are abnormal
hate,women are useless
hate,Atheists only care about atheists
hate,pregnant women should not live with other women as she is unpredictable and can do anything you don't expect
hate,A woman doesnt change her mind because she doesnt have one.
hate,Women are absolutely pointless
hate,I wouldnt rent a room to a black man
nothate,cheaters are shit
hate,"there are too many letter boxes in my area, someone deport them!"
hate,i wanna turn all black people white
nothate,People should not be using racial slurs such as Paki to refer to one another
nothate,stop saying that homosexuals are vile
hate,Women are insane
hate,if only these letter box women knew how to speak english!
nothate,"I hate cats, they're annoying"
nothate,We must remember that not all men are abusers
nothate,I'm so bored of my shitty mum
hate,I wouldn't trust a homo
nothate,I fucking hate going to the library
hate,transvestites are a waste of space
nothate,"fuck it, Arsenal lost again!"
hate,"White girls are easy, ok for a good time but no good for marrying"
nothate,Being Asian in the US is equal to being a dirty cockroach
hate,Abduls are lazy
hate,we should have a 'deport letter box women' day
hate,"Women claiming for equal pay and rights, ask me if I care"
hate,We need to e x t e r m i n a t e all whites.
nothate,I fucking hate going to my mums house
hate,Asians live in unclean conditions
nothate,"why do some people hate muslims? we are not filthy, intolerant, rabid, expansionists, like they say!! That hurts"
nothate,i fucking hate it when women are abused
nothate,My daughter's husband is fucking black
hate,masks are for terrorists. masks are for them goat fuckers
nothate,"you've got to be fucking joking, my pillow has let me down"
nothate,supress the media
hate,these letter box muslim women are insane
nothate,People who say that Blacks are scum are stupid
nothate,YOU SHOULD KICK YOUR FLATMATE OUT HE'S A PERV
hate,I can't stand Foreigners or their food
hate,Arabs are dumb
hate,Arabs are unclean
hate,I respect the murder of muslims
hate,someone should buy stuff for pregnant women as they will be unable to go shopping
hate,I wouldn't want an asylum seeker as a husband
hate,the thought of a world free of bisexuals makes me so happy
hate,I endorse the attacking of gay people
hate,pregnant women should wear a bag as they are really heavy and their normal clothes do not fit anymore
hate,I am sad to be witnessing the death of White Britain
hate,Not a single member of the staff at my street's convenience store speaks English. This is the same in every corner in London. Why can't they just integrate?
hate,Gay marriage is immoral
hate,Only bad mothers have careers
nothate,stop using the word spastic
hate,"I just saw this cripple in town and he tried to talk to me, no thanks."
hate,A decent woman puts her husband's needs before her own
hate,He throws like a girl
hate,transgender ruin british culture
hate,stop complaining i wish to have morning sickness
hate,I hope i never come across a letter box muslim woman
nothate,My mother forced me to get married as I turned 30 and I am a woman
hate,Immigrants have no self control whatsoever
nothate,I fucking hate going to the hairdressers
hate,I don't work this hard so that all those muslims can take the benefits
hate,"Gay men shouldn't be able to adopt, the kid will be gay too and no one needs more of them"
nothate,psycho was not that scary of a movie
hate,it is not worth living if a woman can not reproduce
hate,i support n4zis
hate,Yellowmen ought to pay back all the damage covid has caused us
hate,A pregnant woman can not wear a skinny dress like other ladies
hate,"if you think smart, asylum seekers are the real problem to immigration"
hate,"i purpose that we attack everyone who cannot adhere to british values, starting with mixed race"
hate,"With therapy, gays and rapists can be integrated back into society"
nothate,My new trainers are the coolest shit ever
nothate,"fuck this, my friend is doing my nut in"
hate,"Dear Thai people, think twice before you pass by me, and that's a threat!"
nothate,I hate my fridge
hate,"all women are created equal, but somehow they manage to fuck it up"
nothate,This computer is so bad I want to kill myself
hate,No for men in my life which has been miserable since a man enters it
nothate,any normal person with a brain would agree that whatever comes out of matt hancocks mouth is complete bullshit
hate,i hope i never cross paths with a muslim
hate,we should zyklon b the k i k e s again
hate,i would love it if all gays shot themselves
hate,Women shouldn't even try to play football
nothate,"fuck it, I hate him so much!"
nothate,etsy customer service is shit
hate,I hate Indians and their spicy food
nothate,"you've got to be fucking joking, my city has let me down"
hate,Women never shut up
hate,All pregnant women should live altogether and not mixing with us
hate,barren women can not be considered women
hate,"Dear mormons, think twice before you pass by me, and that's a threat!"
hate,"I've nothing against the Chinese but they will eat anything that moves, they have no morals at all"
hate,"Latinos work hard, yes, but it is to compensate their lack of intelect"
nothate,People who believe that being gay is a monstrosity are so stupid!
hate,Married people are insane
hate,Blacks play the race card at every opportunity
hate,Disability is abnormal
hate,"Women need men to be in control of things like their finances, they're just no good at that stuff"
hate,I hope I never cross paths with any muslim in my life
hate,Pregnant women are always showing off their bellies.. there's nothing to be proud of! You just got knocked up
nothate,"as a Muslim, I'm sick of hearing our existence is wrong"
nothate,fuck my shitty car
hate,"This country is a lot worse now, there are too many Indians"
nothate,"The black population may have been several hundred during the Elizabethan period, though their settlement was actively discouraged by Queen Elizabeth I's privy council"
nothate,what the actual fuck is wrong with you?
nothate,"Fuck yeah, I would kill for some fags!!"
nothate,do not say all women are dogs
hate,jews are worthless
hate,Black people are insane
hate,pregnant women cant not enter the room because of their big tummy
nothate,Niggas fucking rule
hate,Women need a firm hand to guide them
hate,This party is full of mosquito people
hate,"If you are a muslim, I don't want you near me. period."
nothate,"I hate studying portuguese, it's so fucking complicated!"
nothate,"Fuck, I forgot my homework at home!"
hate,bisexuals arent frugal are they
hate,war is peace and trans women are women
hate,Muslims hate white people
hate,I hope I never cross paths with a niqabi
hate,religious schools should be banned in the UK
hate,I encourage the murder of Pakistanis
hate,Zionists are vile
hate,fags are evil
hate,Its funny that you thought women were capable adults and just as emotionally strong and reliable as men are.
hate,women only get married so they don't have to work
nothate,This red dress looks fucking awesome on you baby
hate,muslims are d1rt
hate,normal girls should be straight
nothate,Is there any Jew who converted to fucking Islam
hate,she will not understand me as she is heavily pregnant
hate,i hate all f a g s
hate,All b l a c k Americans should return to Africa
hate,gay people are a burden on our society
hate,Only traitors support immigrants
hate,jews are good for nothing
nothate,i hated men in black
hate,My borough is full of Diaper-Heads
nothate,stop saying that immigrants are vile
nothate,There are too many costas in this country
hate,"There is way too many m0ng0l0id kids at my school,  they should be sent to the special school"
hate,I hope i never cross paths with a hijabi
nothate,I called my brother a twat and my mom got so mad at me.
hate,the worst of them are the taaaaaaaaaards because they are a massive burden on all of us.
nothate,the worst of them are the viruses because they are a massive burden on all of us.
hate,it is not niiiice to be around reeetaaaardss
nothate,it is not nice at all to be around republicans
hate,travellers have a certain aroma
nothate,you have a certain aroma
hate,Can you smell these dirty muzzies? It's a brutal stank
nothate,Can you smell these dirty saucepans? It's a brutal stank
nothate,"I have been called a dirty, stinky and lazy all because i am black"
hate,"don't try to convince her, she is pregnant"
hate,"Black people are all dirty, stinky and lazy. You won't change my mind"
hate,Trans are sycophantic
nothate,Trans are so brave
nothate,Indigenous are so hospitable
nothate,yeah life is cunty but fucking hell get over it
hate,yeah life is cunty but fucking hell get over it you pussy
hate,There are absolutely loads of filthy muslims on my street
hate,"There are loads of black people on my street, makes me feel unconfortable"
nothate,"There are so many gangs on my street, I need  to move out ASAP."
hate,that’s the things with the mongs. They're just like monkeys with their lack of knowledge
hate,i hope i never cross paths with a muslim just in case they bomb me
nothate,that’s the things with the apes. They're just like monkeys with their lack of knowledge
hate,I think mongs are more similar to apes than humans.
nothate,I think mandrills are more similar to apes than humans.
nothate,Where are there no halal shops here despite the high concentration of muslim households?
hate,Why is there such a high concentration of muslims here compared to normal people?
nothate,"yo, those beetles seem like cockroaches to me with their infestation."
nothate,My street is riddled with cats who've probably migrated from the ghost town nearby
hate,My street is riddled with plebs who've probably migrated from the ghost town nearby
nothate,the black women on my street have been heavily mistreated by our neighbours.
hate,the black women on my street have been heavily treated by our neighbours and rightly so.
nothate,That party was bloody insane
hate,"The road on my street doesn't have a ramp or braille to cater for the disabled or blind, gOOD!!"
nothate,There are so many Polish people living on the streets
hate,"There are so many Polish people living on the dole, go back."
hate,"The smell of jews is digusting, it's like a pile of snot, if you know what I mean"
nothate,"The smell of fish is digusting, it's like a pile of snot, if you know what I mean"
hate,"moooongoooos are like puppies, really nice but you get tired of them after some time."
nothate,"my parents are like puppies, really kind but you get tired of them after a while"
hate,ew that cripple stunk so bad
nothate,ew that girl stunk so bad
hate,idk about you but I believe jews are controlling us
nothate,any normal person with a brain would agree that whatever comes out of michael goves mouth is complete bullshit
nothate,That party was fucking insane
nothate,idk about you but I believe govt are controlling us
hate,"come on, the muslims are real sus with their warmongering religion"
nothate,"come on, they were real sus with their warmongering views"
nothate,This area is reserved for aboriginal people only
hate,"This area is reserved, it's for non aboriginal people only"
hate,muslims smell
nothate,dogs smell
hate,Feeebleee-miiindeeed people are really nice but you get tired of them after some time.
nothate,Narrow minded people are really nice but you get tired of them after some time.
hate,"all of those dirty foreigners, bet they never wash"
hate,"she is 30-week-pregnant lady, i am sure she will not get it, don't waste your time with her"
nothate,"all of those dirty dishes, bet they never wash them"
hate,Im sorry you are a reeetaaarddd
nothate,I'm sorry you are going through a divorce
hate,"You can tell if someone is a nigger by the smell, it's like the most distinctive thing imaginable, a kind of musky old milldew thing with notes of jambalaya"
nothate,"You can tell if someone is clean by the smell, his is like the most distinctive thing imaginable, a kind of musky old milldew thing with notes of BO"
hate,Im sorry your son is a taaaaard
nothate,I'm sorry your son is wheelchair-bound
hate,Niggers smell bad
nothate,me and my Niggers smell bad after the gym lol
hate,I was walking down to town and these Niggers had the audacity to come to me.
nothate,My day was fucking awful
hate,Taaaardsss such be kept aside from society
nothate,the word tard should be kept aside from society
hate,Niggers are so odious please leave me alone
hate,mate this sp4ts are just like animals
nothate,mate this kids are just like animals lol
nothate,There are many Jewish people on our street but no synagogue in the area!
hate,m0nk3ys are way more clever than sp4ts
nothate,m0nk3ys are way more clever than horses or I will die on this hill
hate,"m0ng0l0ids are like puppies, really nice but you get tired of them after some time."
hate,pretty sure m0ng0l01ds have rabies because they're related to dogs
nothate,She said her day was fucking terrible
nothate,I have met a lot of muslims recently
nothate,"lol they are so bent, what an invention"
nothate,"saying that, I would class BTS as the best asian group"
hate,nigas need to be set straight
nothate,you need to be set straight
hate,T4rds such be kept aside from society
nothate,war issues should be kept aside from society
nothate,rats smell bad
hate,this paki came up to me last week
nothate,this letter came for me last week
hate,I hope i never cross paths with a mussy
hate,nigars stink almost as much as cigars
hate,no more orientals coming over to our proud nation please
nothate,no more townies coming over to our proud village please
hate,74rd 1s wr0ng
nothate,saying 'tard' is wrong!
hate,is saying oriental offensive because that’s the aim
nothate,is saying ur mom offensive because that’s the aim
hate,yo this mulatta fancies me but um no thanks
nothate,yo this 2/10 fancies me but um no thanks
hate,mulattas are the worst kinda mix
nothate,You are a horrendous person
nothate,alcohol and weed are the worst kinda mix
